,Tweets,Date,len,Likes,RTweets
1033,RT @EricTrump: .@LaraLeaTrump and I look forward to being on @JudgeJeanine tonight at 9pm! @FoxNews #MakeAmericaGreatAgain 🇺🇸🇺🇸🇺🇸 https://t…,Sat Oct 14 21:29:38 +0000 2017,140,0,5702
1034,RT @mike_pence: We are heading to Virginia. Looking forward to supporting my friend @EdWGillespie. He will make a great Governor for the Co…,Sat Oct 14 21:28:34 +0000 2017,140,0,7818
1035,The Democrats in the Southwest part of Virginia have been abandoned by their Party. Republican Ed Gillespie will never let you down!,Sat Oct 14 21:27:22 +0000 2017,132,69691,15549
1036,Very proud of my Executive Order which will allow greatly expanded access and far lower costs for HealthCare. Millions of people benefit!,Sat Oct 14 11:27:00 +0000 2017,137,116021,22146
1037,"Health Insurance stocks, which have gone through the roof during the ObamaCare years, plunged yesterday after I ended their Dems windfall!",Sat Oct 14 11:18:49 +0000 2017,138,82495,17831
1038,"RT @realDonaldTrump: ""Consumer confidence soars to highest level since 2004""
📈https://t.co/RvxCPAFI2A https://t.co/U8MS9K45fX",Sat Oct 14 11:12:16 +0000 2017,125,0,11105
1039,RT @RightlyNews: @realDonaldTrump @LouDobbs Trust in the media is at the lowest level in all of U.S. history. The American people see throu…,Sat Oct 14 11:08:32 +0000 2017,140,0,6817
1040,RT @RightlyNews: @realDonaldTrump @LouDobbs It is NOT a coincidence that the economy boomed immediately after the 2016 election.,Sat Oct 14 11:08:00 +0000 2017,128,0,5144
1041,"Such a wonderful statement from the great @LouDobbs. ""We take up what may be the most accomplished presidency in modern American history.""",Sat Oct 14 01:31:20 +0000 2017,138,66952,15629
1042,"ObamaCare is causing such grief and tragedy for so many. It is being dismantled but in the meantime, premiums &amp; deductibles are way up!",Sat Oct 14 01:17:54 +0000 2017,139,60072,12065
1043,"Money pouring into Insurance Companies profits, under the guise of ObamaCare, is over. They have made a fortune.
Dems must get smart &amp; deal!",Sat Oct 14 01:10:55 +0000 2017,144,67584,15412
1044,"Many people talking, with much agreement, on my Iran speech today. Participants in the deal are making lots of money on trade with Iran!",Sat Oct 14 01:02:48 +0000 2017,136,53163,10972
1045,Starting to develop a much better relationship with Pakistan and its leaders. I want to thank them for their cooperation on many fronts.,Sat Oct 14 00:53:59 +0000 2017,136,68689,13843
1046,#WeeklyAddress🇺🇸 https://t.co/riqEiBNwk2,Fri Oct 13 22:01:57 +0000 2017,40,40591,10339
1047,"Today, I announced our strategy to confront the Iranian regime’s hostile actions and to ensure that they never acqu… https://t.co/nKOKERavGW",Fri Oct 13 18:09:00 +0000 2017,140,65163,17117
1048,"""Consumer confidence soars to highest level since 2004""
📈https://t.co/RvxCPAFI2A https://t.co/U8MS9K45fX",Fri Oct 13 17:41:36 +0000 2017,104,47746,11105
1049,"In America, we don't worship government - we worship God. 
#ValuesVotersSummit https://t.co/YQ3iDlWylK",Fri Oct 13 17:07:15 +0000 2017,102,78628,20623
1050,I have no greater privilege than to serve as your Commander-in-Chief. HAPPY BIRTHDAY to the incredible men and wome… https://t.co/cxkez6oPXx,Fri Oct 13 16:30:28 +0000 2017,140,71817,16259
1051,"The wonderful people of Puerto Rico, with their unmatched spirit, know how bad things were before the H's. I will always be with them!",Fri Oct 13 12:01:02 +0000 2017,134,62089,11604
1052,"Hard to believe that the Democrats, who have gone so far LEFT that they are no longer recognizable, are fighting so hard for Sanctuary crime",Fri Oct 13 11:51:30 +0000 2017,140,91059,22188
1053,ObamaCare is a broken mess. Piece by piece we will now begin the process of giving America the great HealthCare it deserves!,Fri Oct 13 11:14:12 +0000 2017,124,74606,15049
1054,"Sadly, they and others are Fake News, and the public is just beginning to figure it out! https://t.co/8B8AyA7V1s",Fri Oct 13 11:10:30 +0000 2017,112,50455,11487
1055,RT @billoreilly: A free press is vital to protecting all Americans. A corrupt press damages the Republic.,Fri Oct 13 11:07:39 +0000 2017,105,0,15247
1056,The Democrats ObamaCare is imploding. Massive subsidy payments to their pet insurance companies has stopped. Dems should call me to fix!,Fri Oct 13 09:36:54 +0000 2017,136,62731,13724
1057,"It is time to take care of OUR COUNTRY, to rebuild OUR COMMUNITIES, and to protect our GREAT AMERICAN WORKERS!… https://t.co/YpEA52VOkd",Fri Oct 13 01:18:23 +0000 2017,135,67500,16068
1058,People are just now starting to find out how dishonest and disgusting (FakeNews) @NBCNews is. Viewers beware. May be worse than even @CNN!,Fri Oct 13 00:12:59 +0000 2017,138,85250,21490
1059,"Happy #NationalFarmersDay!
📸https://t.co/dN39R1IMlA https://t.co/QbUG1pztaI",Thu Oct 12 20:19:32 +0000 2017,75,49159,10727
1060,"We need a tax system that is FAIR to working FAMILIES &amp; that encourages companies to STAY in AMERICA, GROW in AMERI… https://t.co/JshQ8cLMS3",Thu Oct 12 18:17:40 +0000 2017,144,67155,15255
1061,"The time has come to take action to IMPROVE access, INCREASE choices, and LOWER COSTS for HEALTHCARE! 
➡️… https://t.co/XyZbdtaRBu",Thu Oct 12 17:06:26 +0000 2017,130,51156,12561
1062,The Fake News Is going all out in order to demean and denigrate! Such hatred!,Thu Oct 12 12:45:29 +0000 2017,77,78890,16395
1063,"...We cannot keep FEMA, the Military &amp; the First Responders, who have been amazing (under the most difficult circumstances) in P.R. forever!",Thu Oct 12 11:07:00 +0000 2017,144,63602,12938
1064,...accountability say the Governor. Electric and all infrastructure was disaster before hurricanes. Congress to decide how much to spend....,Thu Oct 12 10:58:53 +0000 2017,140,50067,9881
1065,"""Puerto Rico survived the Hurricanes, now a financial crisis looms largely of their own making."" says Sharyl Attkisson. A total lack of.....",Thu Oct 12 10:49:42 +0000 2017,140,46534,9900
1066,Clips from tax speech and @seanhannity on @foxandfriends now. Have a great day!,Thu Oct 12 10:04:11 +0000 2017,79,37097,6545
1067,RT @realDonaldTrump: I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!,Thu Oct 12 00:55:52 +0000 2017,94,0,10043
1068,"In even the darkest moments, the light of our people has shown through their goodness, their courage and their love… https://t.co/SE1jMwLq5c",Thu Oct 12 00:40:57 +0000 2017,140,59765,13175
1069,"Network news has become so partisan, distorted and fake that licenses must be challenged and, if appropriate, revoked. Not fair to public!",Thu Oct 12 00:09:42 +0000 2017,138,85811,19617
1070,Joining @SeanHannity tonight at 9pmE on @FoxNews. Enjoy! https://t.co/RCfiJus5Rw,Wed Oct 11 23:56:08 +0000 2017,80,31282,5478
1071,"We need a tax system that is FAIR to working families &amp; that encourages companies to STAY in America, GROW in Ameri… https://t.co/FwveAqBzkv",Wed Oct 11 23:28:49 +0000 2017,144,55719,12002
1072,I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!,Wed Oct 11 21:32:07 +0000 2017,73,56767,10043
1073,"Join me LIVE at 5:45pmE from Harrisburg, Pennsylvania! 
#TaxReform #USA🇺🇸
https://t.co/fDUEMpRTcE https://t.co/1mMjl1HNpl",Wed Oct 11 21:18:49 +0000 2017,121,27624,4989
1074,Happy to announce we are awarding $1M to Las Vegas - in order to help local law enforcement working OT to respond to last Sunday’s tragedy.,Wed Oct 11 19:49:21 +0000 2017,139,112272,18573
1075,"With all of the Fake News coming out of NBC and the Networks, at what point is it appropriate to challenge their License? Bad for country!",Wed Oct 11 13:55:44 +0000 2017,138,96963,22453
1076,"Fake @NBCNews made up a story that I wanted a ""tenfold"" increase in our U.S. nuclear arsenal. Pure fiction, made up to demean. NBC = CNN!",Wed Oct 11 13:45:22 +0000 2017,137,72128,18353
1077,It is about time that Roger Goodell of the NFL is finally demanding that all players STAND for our great National Anthem-RESPECT OUR COUNTRY,Wed Oct 11 10:47:10 +0000 2017,140,103543,19863
1078,"The Democrats want MASSIVE tax increases &amp; soft, crime producing borders.The Republicans want the biggest tax cut in history &amp; the WALL!",Wed Oct 11 10:36:37 +0000 2017,144,82857,18899
1079,It would be really nice if the Fake News Media would report the virtually unprecedented Stock Market growth since the election.Need tax cuts,Wed Oct 11 10:31:18 +0000 2017,140,72924,14982
1080,"...if Congress gives us the massive tax cuts (and reform) I am asking for, those numbers will grow by leaps and bounds. #MAGA",Wed Oct 11 10:26:50 +0000 2017,125,53945,10930
1081,"Stock Market has increased by 5.2 Trillion dollars since the election on November 8th, a 25% increase. Lowest unemployment in 16 years and..",Wed Oct 11 10:21:15 +0000 2017,140,78100,17707
1082,"...fired. This story is totally made up by the dishonest media.The Chief is doing a FANTASTIC job for me and, more importantly, for the USA!",Wed Oct 11 01:21:43 +0000 2017,140,75377,15214
1083,"The Fake News is at it again, this time trying to hurt one of the finest people I know, General John Kelly, by saying he will soon be.....",Wed Oct 11 01:15:26 +0000 2017,138,67761,15361
1084,My great honor to host the 2017 back-to-back #StanleyCup Champion Pittsburgh Penguins at the WH with @FLOTUS today!… https://t.co/zLyNF8N3cz,Tue Oct 10 23:29:47 +0000 2017,140,64884,13760
1085,RT @IsraelUSAforevr: @realDonaldTrump  https://t.co/dBvwKDdesD,Tue Oct 10 13:34:58 +0000 2017,62,0,8885
1086,"The Failing @nytimes set Liddle' Bob Corker up by recording his conversation. Was made to sound a fool, and that's what I am dealing with!",Tue Oct 10 12:50:55 +0000 2017,138,60982,14228
1087,"Highly respected author, Christopher Bedford, just came out with book, ""The Art of the Donald, Lessons from America's...."" Really good book!",Tue Oct 10 12:13:54 +0000 2017,140,57209,11074
1088,"With Jemele Hill at the mike, it is no wonder ESPN ratings have ""tanked,"" in fact, tanked so badly it is the talk of the industry!",Tue Oct 10 10:42:23 +0000 2017,130,93765,19590
1089,"Since Congress can't get its act together on HealthCare, I will be using the power of the pen to give great HealthCare to many people - FAST",Tue Oct 10 10:30:28 +0000 2017,140,97767,21906
1090,"The problem with agreeing to a policy on immigration is that the Democrats don't want secure borders,they don't care about safety for U.S.A.",Tue Oct 10 10:18:34 +0000 2017,140,85163,21769
1091,"Why is the NFL getting massive tax breaks while at the same time disrespecting our Anthem, Flag and Country? Change tax law!",Tue Oct 10 10:13:47 +0000 2017,124,136124,31857
1092,RT @IvankaTrump: .@realDonaldTrump stock market rally is close to becoming the greatest in 85 years https://t.co/5WlZa82Mij,Tue Oct 10 02:31:49 +0000 2017,123,0,16315
1093,"A big salute to Jerry Jones, owner of the Dallas Cowboys, who will BENCH players who disrespect our Flag.""Stand for Anthem or sit for game!""",Tue Oct 10 01:51:32 +0000 2017,140,163330,33636
1094,"""President Donald J. Trump Proclaims October 9, 2017, as #ColumbusDay"" https://t.co/cbQRst4lN4",Mon Oct 09 18:35:04 +0000 2017,94,67612,15934
1095,The trip by @VP Pence was long planned. He is receiving great praise for leaving game after the players showed such disrespect for country!,Mon Oct 09 11:05:13 +0000 2017,139,107082,20200
1096,"Our country has been unsuccessfully dealing with North Korea for 25 years, giving billions of dollars &amp; getting nothing. Policy didn't work!",Mon Oct 09 10:50:34 +0000 2017,144,105632,20957
1097,"""The Republican Party is racking up record amounts of small dollar donations - fueled by Trump supporters.....""   @nypost  Thank you!",Sun Oct 08 23:58:43 +0000 2017,133,74063,14258
1098,Nobody could have done what I’ve done for #PuertoRico with so little appreciation. So much work! https://t.co/k2jAkIpfjI,Sun Oct 08 23:37:34 +0000 2017,120,76251,19233
1099,"Bob Corker gave us the Iran Deal, &amp; that's about it. We need HealthCare, we need Tax Cuts/Reform, we need people that can get the job done!",Sun Oct 08 20:51:57 +0000 2017,143,79046,17947
1100,RT @opinionsamerica: @realDonaldTrump Strong administration leads to a strong response.,Sun Oct 08 19:51:06 +0000 2017,87,0,4466
1101,FEMA and first responders are working hard (yet again) on Hurricane Nate. Military helping. Very much under control!,Sun Oct 08 19:49:32 +0000 2017,116,65002,11317
1102,"I asked @VP Pence to leave stadium if any players kneeled, disrespecting our country. I am proud of him and @SecondLady Karen.",Sun Oct 08 18:16:16 +0000 2017,126,132210,27180
1103,"...Hence, I would fully expect Corker to be a negative voice and stand in the way of our great agenda. Didn't have the guts to run!",Sun Oct 08 14:13:19 +0000 2017,131,64979,13336
1104,"..my endorsement). He also wanted to be Secretary of State, I said ""NO THANKS."" He is also largely responsible for the horrendous Iran Deal!",Sun Oct 08 14:09:00 +0000 2017,140,60650,12577
1105,"Senator Bob Corker ""begged"" me to endorse him for re-election in Tennessee. I said ""NO"" and he dropped out (said he could not win without...",Sun Oct 08 13:59:58 +0000 2017,140,68917,14837
1106,"#LasVegasStrong #USA🇺🇸
🎥https://t.co/4iGwdL4kia",Sun Oct 08 13:49:11 +0000 2017,47,35952,6376
1107,RT @realDonaldTrump: More and more people are suggesting that Republicans (and me) should be given Equal Time on T.V. when you look at the…,Sun Oct 08 12:41:44 +0000 2017,139,0,17740
1108,Leaving the White House for the Great State of North Carolina. Big progress being made on many fronts!,Sat Oct 07 21:41:01 +0000 2017,102,74512,11804
1109,Thanks for your support! https://t.co/iqUM1RfQso,Sat Oct 07 20:33:31 +0000 2017,48,59878,12846
1110,"...hasn't worked, agreements violated before the ink was dry, makings fools of U.S. negotiators. Sorry, but only one thing will work!",Sat Oct 07 19:45:10 +0000 2017,133,74325,17184
1111,"Presidents and their administrations have been talking to North Korea for 25 years, agreements made and massive amounts of money paid......",Sat Oct 07 19:40:17 +0000 2017,139,71284,17336
1112,Will be joining @GovMikeHuckabee tonight at 8pmE on @TBN. Enjoy! https://t.co/Y5hGPpYZfl,Sat Oct 07 19:31:42 +0000 2017,88,35153,7411
1113,"Our great team at @FEMA is prepared for #HurricaneNate. Everyone in LA, MS, AL, and FL please listen to your local authorities &amp; be safe!",Sat Oct 07 14:04:39 +0000 2017,141,65187,13762
1114,".@NBCNews is so knowingly inaccurate with their reporting. The good news is that the PEOPLE get it, which is really all that matters! Not #1",Sat Oct 07 13:24:48 +0000 2017,140,71962,15327
1115,"I called Chuck Schumer yesterday to see if the Dems want to do a great HealthCare Bill. ObamaCare is badly broken, big premiums. Who knows!",Sat Oct 07 12:17:47 +0000 2017,139,68041,12535
1116,More and more people are suggesting that Republicans (and me) should be given Equal Time on T.V. when you look at the one-sided coverage?,Sat Oct 07 12:04:05 +0000 2017,137,92031,17740
1117,"Late Night host are dealing with the Democrats for their very ""unfunny"" &amp; repetitive material, always anti-Trump! Should we get Equal Time?",Sat Oct 07 12:00:18 +0000 2017,143,73855,14162
1118,"...contributions. The RNC is taking in far more $'s than the Dems, and much of it by my wonderful small donors. I am working hard for them!",Sat Oct 07 11:11:50 +0000 2017,139,65745,12094
1119,"Can't believe I finally got a good story in the @washingtonpost. It discusses the enthusiasm of ""Trump"" voters through campaign....",Sat Oct 07 11:05:56 +0000 2017,131,65860,13229
1120,RT @FoxBusiness: #StockAlert: U.S. markets since the election https://t.co/1kwamJuizO,Fri Oct 06 02:16:32 +0000 2017,85,0,11805
